device_id,current_op_score,past_time_1,past_time_2,past_time_3,past_time_4,past_time_5,past_time_6,past_time_7,past_time_8,past_time_9,past_time_10,past_time_11,past_time_12,past_time_13,past_time_14,past_time_15,past_time_16,past_time_17,past_time_18,past_time_19,past_time_20,past_time_21,past_time_22,past_time_23,past_time_24,past_time_25,past_time_26,past_time_27,past_time_28,past_time_29,past_time_30,past_time_31,past_time_32,past_time_33,past_time_34,past_time_35,past_time_36,past_time_37,past_time_38,past_time_39,past_time_40,past_time_41,past_time_42,past_time_43,past_time_44,past_time_45,past_time_46,past_time_47,past_time_48,past_time_49,past_time_50,past_time_51,past_time_52,past_time_53,past_time_54,past_time_55,past_time_56,past_time_57,past_time_58,past_time_59,past_time_60,past_time_61,past_time_62,past_time_63,past_time_64,past_time_65,past_time_66,past_time_67,past_time_68,past_time_69,past_time_70,past_time_71,past_time_72,past_time_73,past_time_74,past_time_75,past_time_76,past_time_77,past_time_78,past_time_79,past_time_80,past_time_81,past_time_82,past_time_83,past_time_84,past_time_85,past_time_86,past_time_87,past_time_88,past_time_89,past_time_90,past_time_91,past_time_92,past_time_93,past_time_94,past_time_95,past_time_96,past_time_97,past_time_98,past_time_99,past_time_100,past_time_101,past_time_102,past_time_103,past_time_104,past_time_105,past_time_106,past_time_107,past_time_108,past_time_109,past_time_110,past_time_111,past_time_112,past_time_113,past_time_114,past_time_115,past_time_116,past_time_117,past_time_118,past_time_119,past_time_120,past_time_121,past_time_122,past_time_123,past_time_124,past_time_125,past_time_126,past_time_127,past_time_128,past_time_129,past_time_130,past_time_131,past_time_132,past_time_133,past_time_134,past_time_135,past_time_136,past_time_137,past_time_138,past_time_139,past_time_140,past_time_141,past_time_142,past_time_143,past_time_144,past_time_145,past_time_146,past_time_147,past_time_148,past_time_149,past_time_150,past_time_151,past_time_152,past_time_153,past_time_154,past_time_155,past_time_156,past_time_157,past_time_158,past_time_159,past_time_160,past_time_161,past_time_162,past_time_163,past_time_164,past_time_165,past_time_166,past_time_167,past_time_168,past_time_169,past_time_170,past_time_171,past_time_172,past_time_173,past_time_174,past_time_175,past_time_176,past_time_177,past_time_178,past_time_179,past_time_180,past_time_181,past_time_182,past_time_183,past_time_184,past_time_185,past_time_186,past_time_187,past_time_188,past_time_189,past_time_190,past_time_191,past_time_192,past_time_193,past_time_194,past_time_195,past_time_196,past_time_197,past_time_198,past_time_199,past_time_200,past_time_201,past_time_202,past_time_203,past_time_204,past_time_205,past_time_206,past_time_207,past_time_208,past_time_209,past_time_210,past_time_211,past_time_212,past_time_213,past_time_214,past_time_215,past_time_216,past_time_217,past_time_218,past_time_219,past_time_220,past_time_221,past_time_222,past_time_223,past_time_224,past_time_225,past_time_226,past_time_227,past_time_228,past_time_229,past_time_230,past_time_231,past_time_232,past_time_233,past_time_234,past_time_235,past_time_236,past_time_237,past_time_238,past_time_239,past_time_240,past_time_241,past_time_242,past_time_243,past_time_244,past_time_245,past_time_246,past_time_247,past_time_248,past_time_249,past_time_250,past_time_251,past_time_252,past_time_253,past_time_254,past_time_255,past_time_256,past_time_257,past_time_258,past_time_259,past_time_260,past_time_261,past_time_262,past_time_263,past_time_264,past_time_265,past_time_266,past_time_267,past_time_268,past_time_269,past_time_270,past_time_271,past_time_272,past_time_273,past_time_274,past_time_275,past_time_276,past_time_277,past_time_278,past_time_279,past_time_280,past_time_281,past_time_282,past_time_283,past_time_284,past_time_285,past_time_286,past_time_287,past_time_288,past_time_289,past_time_290,past_time_291,past_time_292,past_time_293,past_time_294,past_time_295,past_time_296,past_time_297,past_time_298,past_time_299,past_time_300,past_time_301,past_time_302,past_time_303,past_time_304,past_time_305,past_time_306,past_time_307,past_time_308,past_time_309,past_time_310,past_time_311,past_time_312,past_time_313,past_time_314,past_time_315,past_time_316,past_time_317,past_time_318,past_time_319,past_time_320,past_time_321,past_time_322,past_time_323,past_time_324,past_time_325,past_time_326,past_time_327,past_time_328,past_time_329,past_time_330,past_time_331,past_time_332,past_time_333,past_time_334,past_time_335,past_time_336
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
